artist,song,lyrics
Kali Uchis,I Wish you Roses,"Damn Love or lust Damn All of us  Give me a run for my money There is nobody, no one to outrun me So give me a run for my money Sipping bubbly, feeling lovely, living lovely Just love me I wanna be with you, ayy, I wanna be with I wanna be with you, ayy, I wanna be with I wanna be with you (Love me, just love me)  If I didn't ride blade on curb, would you still (Love me) If I made up my mind at work would you still (Love me) Keep it a hundred, I'd rather you trust me than to (Love me) Keep it a whole one hund', don't got you I got nothing  Ay, I got something (I got something) Hol' up, we gon' function (We gon' function), no assumptions (No assumptions) Feeling like Tyson wit' it (Feeling like Tyson wit' it), knock it out out twice (Knock it out out twice) I'm with it, only for the night, I'm kiddin' Only for life, you're a homie for life You're a homie for life, let's get it Hit that shoulder lean, I know what comin' over mean ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Mac Miller,The Spins,"We used to chase that Chattanooga fray Couple a kids in a Chevrolet Catch a little air when we cross the tracks Sipping on something from a paper sack You hang your shirt on that maple lamp Slipping through the moon to the river bend Wasn't very long I was jumping in, jumping in I guess I'm still doing now, what I was doing then  Chasing you, like a shot of whiskey Burning going down, burning going down Chasing you, like those goodbye taillights Heading west to anywhere out of this no where town  Chasing that freedom, chasing that feeling that got gone too soon Chasing that you and me, I only see in my rear view ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
"The Weeknd, Gesaffelstein",I Was Never There,"He was a boy who was a dreamer And he flew so high and proud In a world full of people out to cut his young ass down No one ever understood a single word he said And they cast him to the wolves when he wasn't well and fed  Boys we've got a riser, a riser in our midst And he will get the last laugh if it's the last thing he did And he used to roll around in that red dirt mud But now he's skipping town, and that riser's out for blood  Don't stop goin', goin' South 'Cause they'll let you play your music real damn loud ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Bruno Mars,When I Was Your Man,I'm in love when we are smokin' that la-la-la-la-la  I'm in love when we are smokin' that la-la-la-la-la I'm in love when we are smokin' that la-la-la-la-la  I'm in love when we are smokin' that la-la-la-la-la  I'm in love when we are smokin' that la-la-la-la-la  I'm in love when we are smokin' that la-la-la-la-la  I'm in love when we are smokin' that la-la-la-la-la  I'm in love when we are smokin' that la-la-la-la-la  Do what you want ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)
"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,"No funcionamos (no funcionamos) Lo dimo' todo, pero no se nos dio (no) Por eso nos vamos (nos vamos) Pero antes de irnos  Vamo' a hacerlo por última vez, bebé (bebé) Que en el amor no, pero en la cama nos entendemos (oh) Es una porno, a mí me encanta cómo lo hacemos No borraré tu contacto y estoy al tanto por si volvemos Pero así no (ey)  Por la horillita se me cuida (ey) Pero llama cuando quiere que te deje la cama distendida Lo' bellaqueo no se olvidan (no se olvidan) A nadie de confianza se le niega un polvo de despedida, ey  Yo 'toy puesta pa'l repeat Tú pon la cama, que yo pongo el cripy (cripy) Ahora a varear en la playa en RD, Punta Cana (ah) En la ventana mirando la city  ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Morgan Wallen,Chasin' You,"Yeah  I've been tryna call I've been on my own for long enough Maybe you can show me how to love, maybe I'm going through withdrawals You don't even have to do too much You can turn me on with just a touch, baby  I look around and Sin City's cold and empty (oh) No one's around to judge me (oh) I can't see clearly when you're gone  I said, ooh, I'm blinded by the lights ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Zach Bryan,Heading South,"Ay, ay, compa Junior Con esta pieza me dan ganas de echarme un shot Nomás no se me agüite, compa Óscar Ay, ay, ay Ahí le va, mija  Te compré las flores más bonitas en el antro Traigo una .40, por si te la tira un gato El dinero que yo traigo, mija, es pa gastarlo No como los gatos que te siguen ahí rogando  Súbete a la troca, vamos a la playa A mí no me importa si ya es noche o madrugada No me des excusas, no me des pendientes Somos dos personas que conectan con la mente  En una te llamo, en dos voy llegando En tres nos besamos y en cuatro te pongo el saldo ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Childish Gambino,Me and Your Mama,"Georgia, wrap me up in all your- I want you in my arms Oh, let me hold you I'll never let you go again like I did Oh, I used to say  ""I would never fall in love again until I found her"" I said, ""I would never fall unless it's you I fall into"" I was lost within the darkness, but then I found her ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
"Ghostluvme, Lil Uzi Vert",Fact (feat. Lil Uzi Vert),"Wait right here I'll be back in the morning I know that I'm not that important to you But to me, girl, you're so much more than gorgeous So much more than perfect Right now I know that I'm not really worth it If you give me time, I could work on it Give me some time while I work on it  Losin' your patience, and, girl, I don't blame you The Earth's in rotation, you're waiting for me Look at my face when I fuck on your waist 'Cause we only have one conversation a week ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
"KAROL G, Romeo Santos",X SI VOLVEMOS,"Ayy, ayy, ayy, ayy (ooh) Ooh, ooh, ooh, ooh (ooh)  Ayy, ayy Ooh, ooh, ooh, ooh  Needless to say, I keep her in check She was a bad-bad, nevertheless (yeah) Callin' it quits now, baby, I'm a wreck (wreck) Crash at my place, baby, you're a wreck (wreck)  Needless to say, I'm keeping her in check She was all bad-bad, nevertheless Callin' it quits now, baby, I'm a wreck Crash at my place, baby, you're a wreck  Thinkin' in a bad way, losin' your grip Screamin' at my face, baby, don't trip Someone took a big L, don't know how that felt ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
The Weeknd,Blinding Lights,"Nobody pray for me It been that day for me Way (yeah, yeah!)  Ayy, I remember syrup sandwiches and crime allowances Finesse a nigga with some counterfeits, but now I'm countin' this Parmesan where my accountant lives; in fact, I'm downin' this D'USSÉ with my boo bae tastes like Kool-Aid for the analysts  Girl, I can buy yo' ass the world with my paystub Ooh, that pussy good, won't you sit it on my taste buds? I get way too petty once you let me do the extras Pull up on your block, then break it down, we playin' Tetris  A.m. to the p.m., p.m. to the a.m., funk Piss out your per diem, you just gotta hate 'em, funk If I quit your BM, I still ride Mercedes, funk If I quit this season, I still be the greatest, funk  My left stroke just went viral Right stroke put lil' baby in a spiral Soprano C, we like to keep it on a high note It's levels to it, you and I know  Bitch, be humble (hol' up, bitch) Sit down (hol' up, lil', hol' up, lil' bitch) Be humble (hol' up, bitch) Sit down (hol' up, sit down, lil', sit down, lil' bitch) ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
"Oscar Maydon, Junior H",Fin de Semana,"All I know it's 10:35 And I can feel your arms around me Let 'em drown me All I know it's 10:35 And I'm thanking, thanking God you found me That you found me  Everyday, I go places in my head Darker thoughts are harder now They look like monsters under my bed And every time, it's like a rocket through my chest The TV make you think the whole world's about to end  I don't know where this night is goin' (goin') But I know that you and me got somethin' (somethin') So many things that I'm afraid of (afraid of) But right now I ain't scared of nothin' ('Cause all I know is) (All I know is, all I, all I)  'Cause all I know it's 10:35 And I can feel your arms around me Let 'em drown me ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Stephen Sanchez,Until I Found You,"I've never known someone like you, ooh Tangled in love, stuck by you From the glue Don't forget to kiss me Or else you'll have to miss me I guess I'm stuck forever by the glue Oh, and you  ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Lil Peep,Star Shopping,"Rain, he wanted it comfortable I wanted that pain He wanted a bride I was making my own name Chasing that fame He stayed the same All of me changed like midnight  My town was a wasteland Full of cages, full of fences Pageant queens and big pretenders But for some, it was paradise  My boy was a montage A slow-motion, love potion Jumping off things in the ocean I broke his heart 'cause he was nice  He was sunshine, I was midnight rain He wanted it comfortable I wanted that pain He wanted a bride ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,"You gotta motherfuckin' feel this shit, boy (BanBwoi) Woah  I got feelings for you Hope you ain't lovin' the crew How many bodies you got? Pray it ain't more than a few Know that you dealt with some lames When you was young and in school He had to pop your cherry But I got it wet like a pool  She got a new G-Wag' She wanna hit Highlight Room and show it off Got a new body, girl, show it off This a Brazilian, I know it's soft Toned up and she got a six-pack Look like she used to play volleyball  American Express, you can have it all Code to the safe, you can have it all Fuck your main page, what's your Finsta? I wanna know the real you You started dancin' to pay your tuition, girl, I wanna know what you been through You want a boutique or you wanna sell hair, just let me know what you into If you out in public and he want your number, just tell him, ""My nigga'll spin you"" ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Kendrick Lamar,HUMBLE.,"I gotta feed the streets, my pistol gon' bleed the streets Ski mask on my face, sometimes you got to cheat To stay ahead in this bitch-ard (gang), drank syrup like it's liquor Street life'll have you catchin' up to God quicker (yeah, gang) Sticker, AK-40 to your liver Let the chopper bang on you like a Blood or a Cripper (gang) Flipper, so much bread, I'm a gymnast Made so much money off of dummies, off of dummies (yeah, gang)  I'm mister body catcher, Slaughter Gang soul snatcher Ain't no regular F-150, this a fuckin' Raptor No capper, street nigga, not a rapper Chopper hit him and he turned into a booty clapper Smith & Wesson, I'm 4L Gang reppin' We done baptized more niggas than the damn reverend (yeah) Kappa Alpha, me and my gang, we do all the steppin' Who you checkin'? This FN shoot East to West End (gang)  Yeah I heard Papi outside And he got the double-R droppy outside Checked the weather and it's gettin' real oppy outside I'ma drop this shit and have these pussies droppin' like some motherfuckin' flies Type of nigga that can't look me in the eyes I despise ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
"Tiësto, Tate McRae",10:35,"I said, ""Girl, why you keep callin'?"" I said, ""Girl, why you keep callin'?"", yeah She said, ""I need a new whip"", yeah ""'Cause I know that you still ballin'"" She just wanna go back to the future, so I brought that girl a DeLorean 20 more minutes until I gotta go, so I told that girl I'm gonna slaughter it  I met that girl right up at my show Left her man in the crowd on the floor Out of town never saw her before Told her, ""Baby, we don't got that long"" Listen, this not my city show But, I treat it like my city show 20 more minutes until I'm on, 20 more minutes until I'm on 20 more minutes until I'm on, 20 more minutes until I'm on 20 more minutes until I'm on, 20 more minutes until I'm on Yeah, I am not slow These girls just want me 'cause I got the dough Pass that girl right on my friend, give and go (what?) He pass me her friend, so they switchin' roles (yeah, yeah)  I hit it fast (fast), yeah, I hit it slow (slow) But by the mornin', girl, I gotta go (yeah) Gotta get ready, tonight is my show If you okay, you might open my show Got the big pointers right under my nose These niggas mad 'cause I got all the dough These niggas mad 'cause I got all the dough (yeah) Changin' my style 'cause I got every flow (what?) Got every girl, ain't no toppin' my hoes (yeah) I understand that is your girlfriend, bro But, you know I gotta keep her close ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
beabadoobee,Glue Song,"Love, let's talk about love Is it anything and everything you hoped for? Or do the feeling haunt you? I know the feeling haunt you  This may be the night that my dreams might let me know All the stars are closer All the stars are closer All the stars are closer  This may be the night that my dreams might let me know All the stars are closer All the stars are closer All the stars are closer  Tell me what you gon' do to me Confrontation ain't nothin' new to me You can bring a bullet, bring a sword Bring a morgue, but you can't bring the truth to me  Fuck you and all your expectations I don't even want your congratulations I recognize your false confidence And calculated promises all in your conversation  I hate people that feel entitled Look at me crazy 'cause I ain't invite you ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Taylor Swift,Midnight Rain,"I been out, late night creepin', should I slide on bitches? Posted up with the militia Niggas ain't switchin', mind on missions Mind on pussy and millions, mind on pussy and millions I'm tryna call a sex symbol to eat my kids up They say more money, more problems (will) Bring on the problems (will) Bring on the problems (will) Bring on the motherfuckin' problems They say more money, more problems Bring on the problems Bring on the problems Bring on the motherfuckin' problems, ayy  Braided up and my two weeks up Hit 'em then I get amnesia Life ain't gettin' any easier Flocka, Flockasita I know that I'm not in love, she don't love me either It's just hard to find the love, this shit keep on gettin' deeper Who said it's cheaper to keep her? I'd rather release her Body ain't give her the wave like a feature You know the procedure Niggas is praying to God so we stay with the sweeper I'm reppin' 4L with my twinny, so treacherous introduce y'all to the leader  Come to me with all the smoke I like the money, for sure But I love the hustle the most She pretty, she show off her toes And my Pateks, they came with a pole Know this money bring envy and jealousy I'm like: ""Fuck it, I want me some more"" ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
"Drake, 21 Savage",Spin Bout U,"I'm coming out of my cage and I've been doing just fine Gotta, gotta be down because I want it all It started out with a kiss, how did it end up like this? It was only a kiss, it was only a kiss  Now I'm falling asleep and she's calling a cab While he's having a smoke and she's taking a drag Now they're going to bed and my stomach is sick And it's all in my head, but she's touching his  Chest now, he takes off her dress now Let me go  I just can't look, it's killing me And taking control ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
"Drake, 21 Savage, Project Pat",Knife Talk (with 21 Savage ft. Project Pat),"Said, I was gonna take some flowers to my neighbor But I ran out of time Didn't wanna show up to the party empty-handed But I ran out of time  Said, I'll walk the dog a little further than the driveway tonight The extra mile Thought I'd send a card with my condolences But damn, I just ran out of time  Intentions only get you so far What if I'm just a selfish prick? No regard  I'm always running out of time  ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Lil Uzi Vert,20 Min,P-P-P-P-P-PARTY That smile on your face Makes it easy to trust you Those in (yeah) Those in (yeah) Those in (yeah)  This what 'Sauga feels like in the night time Watch what she doin' when the light shine Drunk niggas tryin' a talk in the strip club Shawty silhouette look like a dollar sign C-Caught up (caught up) That's just how a nigga brought up (brought up) Blow ones for you loony ass niggas (ass niggas) Straight bills for you Toonie ass niggas (ass niggas) ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)
"Kendrick Lamar, SZA",All The Stars (with SZA),"Bijan 4 The 1 Time Metro Boomin want some more, nigga! (hey)  Going to the jeweler, bust the AP, yeah Slide on the water like a jet-ski, yeah (woo, slide) I'm tryna fuck you and your bestie, yeah (hey) Chopper with the scope, so do not test me, yeah Ric Flair drip, go ""woo"" on a bitch (woo) 57-90, split the coupe on my wrist (ice) Multi-million dollar, I'm a fool with the hits (ayy) Hop up in the Lamb' and drop the roof, show the tits (skrrt)  Popping, but you really not gon' shoot (pop) 90 pointers down, my diamonds look like hula-hoops (90) Hopping in my Bentayga, and her seat is a masseuse (hey) Balenciaga, check my posture, Valentino boots (ooh-ooh) It's the Boominati way, a lotta Lamb's, a lotta Wraiths (Boominati) Never hesitate to give a nigga yellow tape (grrt) Ain't worried 'bout the bag, 'cause the cash accumulating (bags) Soon as we came in the game, all these niggas, they imitate it (hey) Put my mind on it, then I put my grind on it (grind) Put that iron on him if a nigga my opponent (iron) ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
"Drake, 21 Savage, Travis Scott",Pussy & Millions (feat. Travis Scott),"We're gonna skate to one song and one song only (Ball so hard, motherfuckers wanna fine me)  So I ball so hard, motherfuckers wanna fine me But first niggas gotta find me What's fifty grand to a motherfucker like me? Can you please remind me? Ball so hard, this shit crazy Y'all don't know that don't shit faze me The Nets could go 0 for 82 And I look at you like this shit gravy  Ball so hard, this shit weird We ain't even 'posed to be here Ball so hard, but since we here It's only right that we'd be fair Psycho, I'm liable To go Michael, take your pick Jackson, Tyson, Jordan, Game 6  Ball so hard, got a broke clock Rollies that don't tick-tock Audemars that's losing time Hidden behind all these big rocks B-Ball so hard, I'm shocked too I'm supposed to be locked up too You escaped what I escaped You'd be in Paris getting fucked up too  B-Ball so hard, let's get faded Le Meurice for like six days Gold bottles, scold models Spillin' Ace on my sick J's B-Ball so hard, bitch, behave Just might let you meet 'Ye Chi-Towns, D. Rose I'm moving the Nets, BK  ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
The Killers,Mr. Brightside,"G5 the flight, man, I'm way in the sky She finna tell me ""No way"" and it's cap N-, can't even see me, I'm way in the sky G5 the flight, n- way in the sky G5 the flight, man, I'm way outta here  G5 the flight, n-, can't even see me I'm way outta here, I'm too far in the sky Hermès ashtray to dump my ashes B- so pretty, look better than Cassie Puffiin' on zooties and she callin' me daddy Walkin' on sh-, turn it up and not gas it Came out the gutter, it ain't nothin' for me to swag it Secure the bag, got a b-, I'ma bag it  Turnin' it up, gotta make sure sh- good Park it, two mil' in the middle of my hood Drinkin' on mud, I made it out of the sewer Chrome Heart accessories, whatever, I'm good Lot of these n-, they lookin' the same They copy my lingo, they bitin' my chain Championship, championship, Range just gon' amp this sh- B- break her neck just to look at the kid  Dirty the Fanta but make it in Canada Bro get this money like it's my religion It's gon' be a mad day, a sad day for any of these n- That try to compare whatever I did Damn near touched a hundred, it just off the gig I came out the jungle, they kidnapped a kid I trap out a bando, spent ten on a crib I look at the ocean to spot 30 M's ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Paramore,Running Out Of Time,"Enviyon on the mix  No, no, no, no No, no, no, no, no, no, no, no, no, no No, no, no, no  I still see your shadows in my room Can't take back the love that I gave you It's to the point where I love and I hate you And I cannot change you, so I must replace you, oh Easier said than done, I thought you were the one Listenin' to my heart instead of my head You found another one, but I am the better one I won't let you forget me  I still see your shadows in my room Can't take back the love that I gave you It's to the point where I love and I hate you And I cannot change you, so I must replace you, oh Easier said than done, I thought you were the one Listenin' to my heart instead of my head You found another one, but I am the better one I won't let you forget me  You left me falling and landing inside my grave I know that you want me dead I take prescriptions to make me feel a-okay ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
PARTYNEXTDOOR,Break from Toronto,"I just need someone in my life to give it structure To handle all the selfish ways I'd spend my time without her You're everything I want, but I can't deal with all your lovers You're saying I'm the one, but it's your actions that speak louder Giving me love when you are down and need another I've gotta get away and let you go, I've gotta get over  ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),"That shit definitely go Gotta get it how you live Everybody talking 'bout R&B shit I'm just talking me shit You know what I mean? Let me hear that  I gave it all for a fantasy Is anybody gon' remember me? If I go tonight, I doubt the world would change I just pray they don't forget my name Is it game rules? I can't lose When it's all said and done, will I still be cool?  ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
"JAY-Z, Kanye West",Ni**as In Paris,"I love a first cast when the water's glass and the line starts to run Or that first sip of a cold beer when the working week's done I love the twilight in the morning 'fore the day wakes up With the windows down on the first ride in a paid-up truck  And I love a slow down in a beach town with an ocean view And I love a first fall Saturday trip down to Baton Rouge And I love a six-string with the stars out and the campfire glow But girl, that don't even come close  To the way that it feels when you lean in and kiss me The way that you dance when you get kinda tipsy I'm wrapped 'round your finger like this ring I'm wearing That look in your eye, girl, when you catch me staring And I don't even know what it is but now that I found it I can't imagine me living without this Back forty view on our piece of ground ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Future,PUFFIN ON ZOOTIEZ,"5:34 a.m., I was about to start my day But she layin' there across me, so I stayed anyway Arms tied, legs numb, wrapped around my knee Sweetest of the sunflowers, yeah, you're the sun to me  I don't recall what you were wearin' on the first night we met Besides the subtle cloud around you from my last cigarette And you come from a good place with a happy family The only bad you've ever done was to see the good in me  ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Juice WRLD,Lucid Dreams,"I still hit them dive bars Every once in a blue moon Got a wild card I keep inside my boot  Been thinking lately maybe I should save it 'Cause them hangovers sure kick my ass these days So I spend most my happy hours here at home In the middle of growin' up, and gettin' old  But I can still raise hell all night with the boys when I want too Lay that hammer down to see how fast she'll go But these days I hang my hat on what I won't do And I've been finding peace of mind, slowing my role ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
The Walters,I Love You So,"Love's gonna get you killed But pride's gonna be the death of you, and you and me And you, and you, and you and me And you, and you, and you and me And you, and you, and you and me, and-  Me, I wasn't taught to share, but care In another life, I surely was there Me, I wasn't taught to share, but care I care, I care  Hell-raising, wheel-chasing, new worldy possessions Flesh-making, spirit-breaking, which one would you lessen? The better part, the human heart You love 'em or dissect 'em Happiness or flashiness? How do you serve the question? See, in the perfect world, I would be perfect, world I don't trust people enough beyond they surface, world I don't love people enough to put my faith in man I put my faith in these lyrics hoping I make a band  I understand I ain't perfect I probably won't come around ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Brent Faiyaz,Clouded,"Six Yeah Yeah Yeah  Leave me out the comments, leave me out the nonsense Speakin' out of context, people need some content Niggas tryna keep up, shit is not a contest Whippin' Benz concept, Heaven-sent, God-sent Least that's what my mom says Proof is in the progress, money's not a object Busy than a motherfucker, you know how my job get Barkin' up the wrong tree, you know how the dogs get Haven't fallen off yet, yee  Come with a classic, they come around years later and say it's a sleeper The earrings are real, the petty is real, might charge my ex for a feature Deposit the money to Brenda, LaTisha or Linda, Felicia She came for me twice, I didn't even nut for her once, you know I'm a pleaser 42 millimeter, was made in Geneva Yeah, I probably should go to Yeshiva, we went to Ibiza Yeah, I probably should go link with Yeezy, I need me some Jesus But soon as I started confessin' my sins, he wouldn't believe us  Sins, I got sins on my mind ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Jordan Davis,What My World Spins Around,"Talk to me  I don't want to let you down, I don't want to let you down  I don't want to let you down, I don't want to let you down  You see how we living, yeah I'm tryna keep it as simple as possible You know what I do  Get you Gucci on sight, yeah, Rollies on ice, yeah Get first class flights, yeah, ride it like a bike, yeah Get a brand new Wag, ayy, be quiet, don't brag, hey Never pump gas, hey, nigga, keep it on task, yeah  Peelin' off, flex, hey, keep it on track, hey Fussin' and fightin', yeah, f- all night, ayy Gotta make it count, yeah, love it when it bounce, yeah Girl, that's tight, yeah, you do whatever you like, yeah Gucci on sight, yeah, Rollie on ice, yeah Take my advice, ayy, live a better life  ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Zach Bryan,Sun to Me,Those innocent eyes That smile on your face Makes it easy to trust you If they only knew The girl with the tattoo Like I do  Doing what you're doing ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)
Luke Combs,Growin' Up and Gettin' Old,"I wanna take you somewhere so you know I care But it's so cold, and I don't know where I brought you daffodils in a pretty string But they won't flower like they did last spring  And I wanna kiss you, make you feel alright I'm just so tired to share my nights I wanna cry and I wanna love But all my tears have been used up  On another love, another love All my tears have been used up On another love, another love All my tears have been used up On another love, another love All my tears have been used up ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Kendrick Lamar,PRIDE.,"Fuckers in school telling me, always in the barber shop ""Chief Keef ain't 'bout this, Chief ain't 'bout that"" My boy a BD on fucking Lamron and them He, he, they say that nigga don't be putting in no work Shut the fuck up, y'all niggas ain't know shit All y'all motherfuckers talkin' about ""Chief Keef ain't no hitter, Chief Keef ain't this, Chief Keef a fake"" Shut the fuck up, y'all don't live with that nigga Y'all know that nigga got caught with a ratchet Shootin' at the police and shit Nigga been on probation since fuckin' I don't know when Motherfucker, stop fuckin' playin' him like that Them niggas savages out there If I catch another motherfucker talking sweet about Chief Keef I'm fucking beatin' they ass, I'm not fucking playin' no more Know them niggas roll with Lil Reese and them (Young Chop on the beat)  Love Sosa, bitches love Sosa, huh? Let them know then, 'Raris and Rovers (huh) Ayy, lil' Cobra, ayy, ayy Bang, bang-bang God, y'all some broke boys, God, y'all some broke boys  ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),"I was lost You found a way to bring me back Needed forgiveness You always gave me that Girl, I'm a witness of your love 'Cause you don't be giving up And it's crazy How you saved me Hand on the Bible Don't know how I got you But I couldn't ask for more Girl, what we got's worth thanking God for  So, thank God I get to wake up by your side And thank God Your hand fits perfectly in mine And thank God You loved me when you didn't have to But you did and you do, and he knew Thank God for giving me you Thank God Thank God for giving me you ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Future,Solo,"Bitch, sit on my face, I attack that Choose up, lil' junt, I'm finna pack him When it comes to my bitch, I'm straight active Dirtball in the coupe smokin' cat piss  Lil' bitch, shut the fuck up Tell your best friend, shut the fuck up, ayy Lil' bitch, shut the fuck up Tell your best friend, shut the fuck up, ayy  You know I love it when you talk dirty Messy, you my orange soda shorty You act like a lil' me, I wanna fuck you You the type to kill me, I won't touch you  You want me drop a band on some cute shoes You want me be the man you can vent to ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Miguel,Girl With The Tattoo Enter.lewd,"Late night telephone Calling all the wallflowers I know Out the dark and into the light  Half love, half regret Dressing up for polaroids and cigarettes Socialize, romanticize the life  Floating on my lowkey vibe Floating on my lowkey vibe I don't need that late night high I'm floating on my lowkey vibe  ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Tom Odell,Another Love,Welcome to your life There's no turning back Even while we sleep We will find you  Acting on your best behaviour Turn your back on Mother Nature Everybody wants to rule the world  It's my own design It's my own remorse Help me to decide ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)
Chief Keef,Love Sosa,"Na-na-na  It's eight o'clock in the morning, now I'm entering my bed Had a few dreams about you, I can tell you what we did I expected to see you on your morning run again I know I shouldn't be watching 'cause every time I feel the pain  La, la-la-la-la, la-la La-la, la-la, la-la La, la-la-la-la, la-la La-la, la-la, la-la  ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
"Kane Brown, Katelyn Brown",Thank God,"Daylight I wake up feeling like you won't play right I used to know, but now that shit don't feel right It made me put away my pride  So long You made a nigga wait for some, so long You make it hard for a boy like that to go wrong I'm wishing I could make this mine, oh  If you want it, yeah You can have it, oh, oh, oh If you need it, ooh We can make it, oh If you want it You can have it  But stay woke Niggas creepin' They gon' find you Gon' catch you sleepin', ooh Now stay woke ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Baby Keem,ORANGE SODA,"You good, T-Minus?  Niggas been countin' me out I'm countin' my bullets, I'm loadin' my clips I'm writin' down names, I'm makin' a list I'm checkin' it twice and I'm gettin' 'em hit The real ones been dyin', the fake ones is lit The game is off balance, I'm back on my shit The Bentley is dirty, my sneakers is dirty But that's how I like it, you all on my dick  I'm all in my bag, this hard as it get I do not snort powder, I might take a sip I might hit the blunt, but I'm liable to trip I ain't poppin' no pill, but you do as you wish I roll with some fiends, I love 'em to death I got a few mil' but not all of them rich What good is the bread if my niggas is broke? What good is first class if my niggas can't sit?  That's my next mission, that's why I can't quit Just like LeBron, get my niggas more chips Just put the Rollie right back on my wrist This watch came from Drizzy, he gave me a gift Back when the rap game was prayin' I'd diss They act like two legends cannot coexist But I'd never beef with a nigga for nothin' If I smoke a rapper, it's gon' be legit  It won't be for clout, it won't be for fame It won't be 'cause my shit ain't sellin' the same It won't be to sell you my latest lil' sneakers ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
Beach Weather,"Sex, Drugs, Etc.","Just gonna stand there and watch me burn? Well, that's alright because I like the way it hurts Just gonna stand there and hear me cry? Well, that's alright because I love the way you lie I love the way you lie  I can't tell you what it really is I can only tell you what it feels like And right now, there's a steel knife in my windpipe I can't breathe, but I still fight while I can fight As long as the wrong feels right, it's like I'm in flight High off of love, drunk from my hate It's like I'm huffing paint, and I love her the more I suffer, I suffocate And right before I'm about to drown, she resuscitates me She fuckin' hates me, and I love it  ""Wait! Where you going?"" ""I'm leaving you"" ""No, you ain't, come back"" We're running right back, here we go again It's so insane 'cause when it's going good, it's going great I'm Superman with the wind at his back, she's Lois Lane But when it's bad, it's awful I feel so ashamed, I snapped, ""Who's that dude?"" I don't even know his name I laid hands on her, I'll never stoop so low again I guess I don't know my own strength  Just gonna stand there and watch me burn? Well, that's alright because I like the way it hurts ...  ******* This Lyrics is NOT for Commercial use ******* (1409623213357)"
