artist,song,lyrics,bert_nega,bert_posi,bert_score,nltk_neg,nltk_neu,nltk_pos,nltk_score
Kendrick Lamar,HUMBLE.,"Mama, I'm calling, I've got some news Don't you tell Daddy, he'll blow a fuse Don't worry I'm doing okay  I know you raised me to know right from wrong It ain't what you think And I'm still writing songs Just never thought I'd see the day I've never felt this way  I met somebody, and he's got blue eyes He opens the door, and he don't make me cry He ain't from where we're from, but he feels like home He's got me doing things I've never done In Georgia they'd call it a sin I'm wearing Tennessee orange for him ",16,7,-0.23143611524416052,0,22,1,0.017743478260869566
Zach Bryan,"Burn, Burn, Burn","You could have anyone you want Why would you want to be with me? I'm nothing special  You could have anyone you want Why would you want to be with me? You know, I'm nothing special  Be with whoever you want I don't care, I don't care I don't wanna know  Don't tell me about your problems If you're not trying to solve them Don't ask me for my help ",8,6,-0.08718362024852208,4,10,0,-0.08270714285714285
J. Cole,MIDDLE CHILD,"Don't remind me Don't try to find me  Don't remind me I'm mindin' my own damn business Don't try to find me I'm better left alone than in this It doesn't surprise me Do you really think that I could care? If you really don't like me Find somebody else It could be anyone else out there  Don't fret I don't ever wanna see you And I never wanna miss you again One thing When you're angry, you're a jerk ",11,7,-0.12642636564042833,1,16,1,-0.04453888888888888
Kanye West,Father Stretch My Hands Pt. 1,"Imagine life Imagine life without me, it's a waste of time You want the kind of love that can make a child Don't want just anybody (Not just anybody, not just anybody) Good love fill my body up like a glass When you pour it all out If you know me, you know I mind Someone like me is hard to find Not mistaking, if I am there Well aware you are always mine And still you seem so surprised Always gon' be mine  I wanna be where you are I just can't walk away ",14,3,-0.3778697602889117,0,16,1,0.16939411764705886
"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,"Take a look inside your heart, is there any room for me? I won't have to hold my breath 'til you get down on one knee Because you only want to hold me when I'm looking good enough Did you ever feel me? Would you ever picture us? Every time I pull my hair, well, it's only out of fear That you'll find me ugly and one day you'll disappear because  What's the point of crying? It was never even love Did you ever want me? Was I ever good enough?  The-the boy's a liar, the boy's a liar He doesn't see ya, you're not looking at me, boy The boy's a liar, the boy's a liar He doesn't see ya, you're not looking at me, boy  ",12,6,-0.2221544020705753,2,15,1,-0.1335111111111111
"KAROL G, Romeo Santos",X SI VOLVEMOS,"Shoutout my label that's me I'm in this bitch with TB I'm in this bitch with Four-trey I just poured up me a eight Real nigga all in my face 500 racks in my safe 500 racks to the plug What you know 'bout showing love  What you know 'bout pullin' up, in Bentley trucks Make these bitches fall in love All of my niggas on go None of my niggas no hoe All of my niggas want smoke All of my niggas together We came from the bottom we used to wear each other clothes  None of my niggas gon' fold Couple pussy niggas told They ain't my niggas no mo' Hold it down for the four In the nine with the woes Marlo my dawg, that's for sho' We won't fall out about shit Specially not 'bout no bitch We ain't gone fallout 'bout hoes Me and Ced get them loads We let 'em go for the low I got my hood in control  ",15,15,-0.020671387513478596,2,24,4,-0.049416666666666664
Jordan Davis,What My World Spins Around,"Wait right here I'll be back in the morning I know that I'm not that important to you But to me, girl, you're so much more than gorgeous So much more than perfect Right now I know that I'm not really worth it If you give me time, I could work on it Give me some time while I work on it  Losin' your patience, and, girl, I don't blame you The Earth's in rotation, you're waiting for me Look at my face when I fuck on your waist 'Cause we only have one conversation a week ",12,8,-0.1379006624221802,1,18,1,0.0369
Kendrick Lamar,PRIDE.,"Talk to me  I don't want to let you down, I don't want to let you down  I don't want to let you down, I don't want to let you down  You see how we living, yeah I'm tryna keep it as simple as possible You know what I do  Get you Gucci on sight, yeah, Rollies on ice, yeah Get first class flights, yeah, ride it like a bike, yeah Get a brand new Wag, ayy, be quiet, don't brag, hey Never pump gas, hey, nigga, keep it on task, yeah  Peelin' off, flex, hey, keep it on track, hey Fussin' and fightin', yeah, f- all night, ayy Gotta make it count, yeah, love it when it bounce, yeah Girl, that's tight, yeah, you do whatever you like, yeah Gucci on sight, yeah, Rollie on ice, yeah Take my advice, ayy, live a better life  ",22,1,-0.5501635592916737,0,22,1,0.1945086956521739
Zach Bryan,Heading South,"5:34 a.m., I was about to start my day But she layin' there across me, so I stayed anyway Arms tied, legs numb, wrapped around my knee Sweetest of the sunflowers, yeah, you're the sun to me  I don't recall what you were wearin' on the first night we met Besides the subtle cloud around you from my last cigarette And you come from a good place with a happy family The only bad you've ever done was to see the good in me  ",6,3,-0.20269536972045898,0,9,0,0.06309999999999999
Falling In Reverse,Watch The World Burn,"We're gonna skate to one song and one song only (Ball so hard, motherfuckers wanna fine me)  So I ball so hard, motherfuckers wanna fine me But first niggas gotta find me What's fifty grand to a motherfucker like me? Can you please remind me? Ball so hard, this shit crazy Y'all don't know that don't shit faze me The Nets could go 0 for 82 And I look at you like this shit gravy  Ball so hard, this shit weird We ain't even 'posed to be here Ball so hard, but since we here It's only right that we'd be fair Psycho, I'm liable To go Michael, take your pick Jackson, Tyson, Jordan, Game 6  Ball so hard, got a broke clock Rollies that don't tick-tock Audemars that's losing time Hidden behind all these big rocks B-Ball so hard, I'm shocked too I'm supposed to be locked up too You escaped what I escaped You'd be in Paris getting fucked up too  B-Ball so hard, let's get faded Le Meurice for like six days Gold bottles, scold models Spillin' Ace on my sick J's B-Ball so hard, bitch, behave Just might let you meet 'Ye Chi-Towns, D. Rose I'm moving the Nets, BK  ",40,17,-0.2469305532020435,7,47,3,-0.08811228070175438
"Bad Bunny, Bomba Estéreo",Ojitos Lindos,I never stay in one place too long A dirt road's singing me a siren song I gotta find a field I need to spin my wheels I got a hankering for four wide tires And I can't help it it's the way I'm wired 'Fore you get too close Boy you need to know  I got a heart like a truck It's been drug through the mud Runs on dreams and gasoline And that ole highway holds the key It's got a lead foot down when it's leaving Lord knows it's taken a hell of a beating A little bit of love is all that it's needing But it's good as it is tough I got a heart like a truck ,8,11,0.09189769782518085,1,18,0,0.038615789473684214
Lainey Wilson,Heart Like A Truck,"Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life  I've been breakin' hearts a long time And, toyin' with them older guys Just playthings for me to use Something happened for the first time In the darkest little paradise Shakin', pacin', I just need you  For you, I would cross the line I would waste my time I would lose my mind They say, she's gone too far this time  Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life  Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life ",19,6,-0.31203885316848756,3,21,1,-0.035651999999999996
"Kane Brown, Katelyn Brown",Thank God,"Never need a bitch, I'm what a bitch need (Bitch need) Tryna find the one that can fix me I've been dodgin' death in the six speed Amphetamine got my stummy feelin' sickly  Yeah, I want it all now I've been runnin' through the pussy, need a dog pound Hundred models gettin' faded in the compound Tryna love me, but they never get a pulse down  Why? 'Cause I'm heartless And I'm back to my ways 'cause I'm heartless All this money and this pain got me heartless Low life for life 'cause I'm heartless  Said I'm heartless Tryna be a better man, but I'm heartless Never be a weddin' plan for the heartless Low life for life 'cause I'm heartless  Said I'm heartless ",22,7,-0.2928364585185873,10,17,2,-0.19306551724137933
"Ozuna, Feid",Hey Mor,"Baby love, I think I've been a little too kind Didn't notice you walking all over my peace of mind In the shoes I gave you as a present Putting someone first only works When you're in their top 5 And by the way I'm going out tonight  Best believe I'm still bejeweled When I walk in the room I can still make the whole place shimmer And when I meet the band They ask, ""Do you have a man?"" I could still say, ""I don't remember"" Familiarity breeds contempt Don't put me in the basement When I want the penthouse of your heart Diamonds in my eyes I polish up real I polish up real nice  Nice!  Baby boy, I think I've been too good of a girl (Too good of a girl) Did all the extra credit then got graded on a curve I think it's time to teach some lessons ",22,13,-0.14647425583430698,1,31,3,0.11855714285714285
21 Savage,ball w/o you,"She's alright That girl's alright with me, yeah Ayy-yo (hey, hey, hey, hey)  I can lick it, I can ride it while you slipping and sliding I can do all them little tricks, and keep the dick up inside it You can smack it, you can grip it, you can go down and kiss it And every time he leave me 'lone, he always tell me he miss it  He want a F-R-E, A-K F-R-E, A-K, A-K, A-K, A-K E-A-K, F-R-E-A-K  Uh, okay, one thing about me, I'm the baddest alive He know the prettiest bitch didn't come until I arrive I don't let bitches get to me, I fuck they man if they try I got a princess face, a killer body, samurai mind They can't be Nicki, they so stupid, I just laugh when they try A thong bikini up my ass, I think I'll go for a dive His ex bitch went up against me, but she didn't survive On applications, I write ""pressure"" 'cause that's what I apply (brrr) ",41,9,-0.3955471050739288,1,43,6,-0.012158000000000002
Morgan Wallen,More Than My Hometown,"Yeah, woah, woah, woah  I had to cut some niggas off, they didn't mean me no good I come from the ghetto, so my trunk is in my hood She wouldn't wear no panties 'round me even if she could Gave out plenty spankings 'til they got it understood Fuck the nosebleeds, baby, come sit on this wood If you know it's tension, don't come 'round me like it's good I got street smarts and you can't get this out no book I can't right my wrongs, but I can still write these hooks  Oh, time to get exposed You ain't been from 'round here, nigga, come get off your show Savage said you pussy and he hit it on the nose But that board is opеn, why you actin' like it's closed? I don't know Y'all be goin' in and out rеcessions The same way that I be goin' in and out of Texas Or in and out my sessions, or in and out her best friends Or in and out these courtrooms, my lawyer like, ""Objection""  Yeah, woah, woah All my bitches Spanish, boricua Water on my neck, these diamonds came with coral reefer She from overseas, I had to buy her a new visa Met your wife in Vegas, but I hit her in Ibiza She a supermodel, so she only eatin' Caesar Used to date a rapper, but he acted like a diva Niggas hustlin' backwards, out here ballin' with the re-up  Popped an Adderall, I feel like I can lift a tree up Seen too many cameras, so I never lift my ski up (yeah) ",29,13,-0.23638877130690075,1,39,2,0.047280952380952375
Frank Ocean,Lost,"I was scared of dentists and the dark I was scared of pretty girls and starting conversations Oh, all my friends are turning green You're the magician's assistant in their dream  Ah-ooh-ooh-ooh, ah-ahh-ah-ah And they come unstuck  Lady, running down to the riptide Taken away to the dark side I wanna be your left-hand man I love you when you're singing that song And I got a lump in my throat 'Cause you're gonna sing the words wrong  There's this movie that I think you'll like This guy decides to quit his job and heads to New York City This cowboy's running from himself And she's been living on the highest shelf  ",17,4,-0.3530791799227397,0,20,1,0.04213809523809524
Fleetwood Mac,Dreams - 2004 Remaster,"I want to see you work out for me, work out for me  Hey, we got a good thing Don't know if I'ma see you again But is that a good thing? 'Cause girl, I can't be your man, no ma'am I know what's on your brain You probably hoped it never would end Like, is it the real thing? Or is it just a one night stand? Well then  Let me see you get high and go low Now, girl won't you drop that thing down to the floor I'm here for one night, how far will you go? I wanna see you (Work out for me, work out for me)  High, and go low Now, girl won't you drop that thing down to the floor I'm here for one night, how far will you go? I wanna see you (Work out for me, work out for me)  She like them boys with the big ol' chains Ride around town in the big old Range I knew her when I rocked big old jeans Now the little nigga doin' big old things Would you look at that? I came back for her Just to give it to her, like you asked for it Man that thing in them jeans too fat for her Rebounds so I caught it off the backboard  I told her, baby girl come here Know I run the town even when I ain't from there And I brag hardly, but just to show up at this party  I made what your nigga make in one year That's unfair, but so is life take a chance roll a dice Money can't buy you love 'cause it's overpriced ",30,13,-0.2317570350890936,0,42,1,0.061562790697674424
"Lil Wayne, Drake, Future",Love Me,"Everyone seems a damn genius lately Tik-Tok talking, late-night TV Still so much I have yet to know We get dressed up just to go downtown In some ego-filled late night crowd It seems to be where I feel most alone  I'd like to get lost on some old back road Find a shade tree and a honey hole And talk to my grandpa again And I see God in everything The trees and pain and nights in the spring So why do I still long for a home?  I'd like to lay in a field on a cozy blanket And feel the fear of never wakin' To know the true warmth of thе sun I'd like to love my lady long and hard And lay down lines of laymеn guitar Never leave her loving arms again  My exes hate me and my friends all miss me ",23,4,-0.4089604792771516,1,22,4,-0.012899999999999997
Luke Combs,Love You Anyway,If your kiss turned me to stone I'd be a statue standing tall in Ancient Rome And if your touch shattered me like glass I'd be in pieces trying to make the breaking last  If it took one look to turn my days to night At least I'd have the stars that sparkle in your eyes  There's just some things that leave a man no choice Like a compass needle needing its true North Even if I knew the day we met you'd be the reason this heart breaks ,5,9,0.15408813527652196,0,13,1,0.07132142857142856
"Rihanna, JAY-Z",Umbrella,"Uh-huh, uh-huh (Yeah, Rihanna) Uh-huh, uh-huh (Good girl, gone bad) Uh-huh, uh-huh (Take three, action) Uh-huh, uh-huh (Hov)  No clouds in my stones Let it rain, I hydroplane in the bank Comin' down like the Dow Jones When the clouds come, we gone  We Roc-A-Fellas We fly higher than weather In G5's or better  You know me (You know me) In anticipation for precipitation Stack chips for the rainy day Jay, Rain Man is back, with Little Miss Sunshine Rihanna, where you at?  You have my heart And we'll never be worlds apart Maybe in magazines But you'll still be my star  Baby, 'cause in the dark You can't see shiny cars And that's when you need me there With you, I'll always share  Because  When the sun shine, we shine together Told you I'll be here forever Said I'll always be your friend Took an oath, I'ma stick it out to the end  Now that it's raining more than ever Know that we'll still have each other You can stand under my umbrella ",44,10,-0.36723554134368896,1,49,4,0.044411111111111116
"Rihanna, Calvin Harris",We Found Love,Yellow diamonds in the light Now we're standing side by side As your shadow crosses mine What it takes to come alive  It's the way I'm feeling I just can't deny But I've gotta let it go  We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place  ,11,2,-0.40303205985289353,0,7,6,0.15016923076923078
Rihanna,Love On The Brain,"And you got me like oh What you want from me? (What you want from me?) And tried to buy your pretty heart But the price's too high  Baby you got me like oh You love when I fall apart (Fall apart) So you can put me together And throw me against the wall  Baby you got me like ah, woo, ah  Don't you stop loving me (Loving me) Don't quit loving me (Loving me) Just start loving me (Loving me)  Oh, and babe I'm fist fighting with fire Just to get close to you Can we burn something babe? And I'll run for miles just to get a taste ",21,3,-0.43362238506476086,3,16,5,0.153875
Rihanna,Needed Me,"Mustard on the beat ho!  I was good on my own, that's the way it was, that's the way it was You was good on the low for a faded fuck, on some faded love Shit, what the fuck you complaining for? Feeling jaded huh? Used to trip off that shit I was kickin' to you Had some fun on the run though I give it to you  But baby, don't get it twisted You was just another nigga on the hit list Tryna fix your inner issues with a bad bitch Didn't they tell you that I was a savage Fuck your white horse and a carriage Bet you never could imagine ",12,4,-0.2834520749747753,4,12,0,-0.13518125
Rihanna,Bitch Better Have My Money,"Yayo, yayo Moo-la-lah Yayo  Bitch better have my money! Y'all should know me well enough Bitch better have my money! Please don't call me on my bluff Pay me what you owe me Ballin' bigger than LeBron Bitch, give me your money Who y'all think y'all frontin' on? Like brrap, brrap, brrap  Louis 13 and it's all on me, nigga you just Bought a shot Kamikaze if you think that you gon' knock me Off the top Shit, your wife in the backseat of my brand New foreign car Don't act like you forgot, I call the shots Shots, shots Like blah, brrap, brrap Pay me what you owe me, don't act like you Forgot ",16,10,-0.16238340735435486,2,23,1,-0.0401923076923077
Rihanna,Diamonds,"Shine bright like a diamond Shine bright like a diamond  Find light in the beautiful sea, I choose to be happy You and I, you and I, we're like diamonds in the sky You're a shooting star I see, a vision of ecstasy When you hold me, I'm alive, we're like diamonds in the sky  I knew that we'd become one right away Oh, right away At first sight I felt the energy of sun rays I saw the life inside your eyes  So shine bright, tonight, you and I We're beautiful like diamonds in the sky Eye to eye, so alive We're beautiful like diamonds in the sky  Shine bright like a diamond (whoa) Shine bright like a diamond (whoa) Shining bright like a diamond We're beautiful like diamonds in the sky ",20,5,-0.3748400807380676,0,14,11,0.41180400000000006
Rihanna,Only Girl (In The World),"La-la-la-la La-la-la-la La-la-la-la (uh, yeah) La-la-la-la  I want you to love me Like I'm a hot ride (uh, yeah) Be thinking of me (uh) Doing what you like So, boy, forget about the world 'Cause it's gon' be me and you tonight (yeah) I wanna make you beg for it Then I'ma make you swallow your pride, oh (uh, uh)  Want you to make me feel like I'm the only girl in the world Like I'm the only one that you'll ever love Like I'm the only one who knows your heart Only girl in the world Like I'm the only one that's in command 'Cause I'm the only one who understands How to make you feel like a man, yeah  ",18,8,-0.24242261281380287,0,21,5,0.1598346153846154
"Rihanna, Mikky Ekko",Stay,"Feel it comin' in the air (yeah) Hear the screams from everywhere (yeah) I'm addicted to the thrill (I'm ready) It's a dangerous love affair (what's up? C'mon) Can't be scared when it goes down Got a problem, tell me now (what's up?) Only thing that's on my mind (what's up?) Is who gon' run this town tonight (uh, what's up? Uh) Is who gon' run this town tonight (yeah, what's up? Yeah) We gon' run this town  We are, yeah, I said it, we are This is Roc Nation, pledge your allegiance Get your fatigues on, all black everything Black cards, black cars, all black everything And our girls are blackbirds ridin' with they Dillingers I get more in depth if you boys really real enough This is La Familia, I'll explain later But for now, let me get back to this paper  I'm a couple bands down and I'm tryin' to get back I gave Doug a grip and lost a flip for five stacks Yeah, I'm talkin' five comma, six zeros, dot zeros, here Doug Back to runnin' circles 'round niggas, now we squared up Hold up  Life's a game, but it's not fair (yeah) I break the rules, so I don't care (uh-huh) So I keep doin' my own thing Walkin' tall against the rain (what's up?) Victory's within the mile Almost there, don't give up now (what's up?) ",36,10,-0.3402632008428159,1,42,3,-0.018332608695652175
"JAY-Z, Rihanna, Kanye West",Run This Town,"(Where were you last week, when you stopped coming by?) (Stop playin' with 'em, RIOT)  Like, damn, she in ha mood (grah) Like, damn, she in ha mood (mood) Like, damn, she in ha mood (in ha mood) (She in ha mood, she in ha mood)  Like, damn, she in ha mood (she in ha mood) She lit, get money too (like) Like, damn, she in ha mood (She in ha mood, she in ha mood) (Damn)  In the mirror, I'm doin' my dance (like) And he packing I know by his pants (grah) He a rapper, but don't got a chance Stuck in my ways, so I'm loving my bands (damn) Like a million views in a day (like) It's so many ways to get paid (grah) I try dipping he beg me to stay ""Bae, I'm not staying I just wanna play"" (just wanna play)  In the party, he just wanna rump (rump) Big boobs and the butt stay plump (stay plump) She a baddie, she know she a ten (ten, baddie) She a baddie wit' her baddie friend (damn, friend) ",25,7,-0.3329541180282831,0,24,8,0.1351
Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,"Wish I would've met you Anywhere but where I did Some old high rise town that I won't ever go again I wish we woulda rolled around In some old cab and chased them city lights And hit bars I don't like  We were listenin' to one more silver dollar Hanging out my Silverado down a road I love to ride  Wish I would've known that by now you'd be good and gone And you'd leave us In a cloud of dust Can't you see what you're doin', girl? You ruined damn near everything I love  ",13,8,-0.13917385396503268,2,15,4,0.09011904761904761
Rihanna,Don't Stop The Music,"Things haven't been quite the same There's a haze on the horizon, baby It's only been a couple of days and I miss you Yeah  When nothin' really goes to plan You stub your toe or break your camera I'll do everythin' I can to help you through  If you're feelin' down, I just wanna make you happier, baby  Wish I was around, I just wanna make you happier, baby  We've been doin' all this late night talking 'Bout anything you wanted 'til the mornin' Now you're in my life ",12,5,-0.25543832428315105,1,14,2,0.11765294117647057
Rihanna,Where Have You Been,"Arcángel, pa  A ella no le gusta el reggaetón Pero le encanta cómo canta la sensación (yeah) No fue mi intención (yeah-yeah) Quedarme con toa la atención Vivo en una mansión y no me sé ni la dirección (OMG) Está cabrón, muy cabrón Papi Arca, pídanme la bendición  Joder (tío) Mi casa es un hotel y se ve cabrona la vista (hermoso) En ella puedo aterrizar un avión Solo me falta la pista Imposible que falle esta combinación De flow una ensalada mixta (ah) Palomo, no insistas Cuando se habla de grandeza no estás en la lista  Neverland Los desmonto como LEGOLAND Y si yo te señalo, lo' mío' te lo dan Y vas pa dentro, pero de la van Del cuello pa arriba hace mucho frío Yo llego y cae nieve en el caserío Dejando sin regalos a estos malparíos Santa Claus, con la esencia del Grinch metío  Y yo la vi, anda con dos La amiga me miró Al VIP se pegó Claro que sí, claro que entró Hola Mi nombre es Arcángel, un gusto, un placer Hoy tú te vas con una leyenda que no va a volver a nacer  Ey, y ya la vi, anda con dos La amiga me miró Al VIP se pegó ",42,13,-0.3081824801184914,1,40,14,-0.04242545454545454
"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This - ARIZONATEARS Pluggnb Remix,"Everything disgusting, conversation is so boring Heard about what? I hate her, I don't agree, I did it first I give a fuck, I just wanna fuck, eat, sleep, love, happy Can you make me happy? Can you keep me happy?  Can you distract me from all the disaster? Can you touch on me and not call me after? Can you hate on me and mask it with laughter? Can you lead me to the ark? What's the password?  I need humanity Y'all luck humanity, drowning in vanity Craving humanity Y'all lack humanity, I need humanity, I need  Everybody wanna be beautiful, scared of the unusual Scared of giving mutual respect, all that you hate You reflect all the godlike, you forget how to love somebody I hate everybody, I hate everyone  Let's talk about A.I., robot got more heart than I ",22,7,-0.32289059819846316,9,18,2,-0.06581379310344829
"Lizzo, SZA",Special (feat. SZA),"Hello I've waited here for you Everlong Tonight I throw myself into And out of the red, out of her head, she sang  Come down And waste away with me Down with me Slow how You wanted it to be  I'm over my head, out of her head she sang ",9,3,-0.2854201893011729,0,12,0,-0.035124999999999997
Rihanna,S&M,"Work, work, work, work, work, work He said me haffi Work, work, work, work, work, work He see me do mi Dirt, dirt, dirt, dirt, dirt, dirt So me put in Work, work, work, work, work, work  When you ah guh Learn, learn, learn, learn, learn Meh nuh cyar if him Hurt, hurt, hurt, hurt, hurting  Dry me ah desert him Nuh time to have you lurking Him ah go act like he nah like it You know I dealt with you the nicest Nuh body touch me in the righteous Nuh botha text me in a crisis  I believed all of your dreams, adoration You took my heart and my keys and my patience You took my heart on my sleeve for decoration You mistaken my love I brought for you for foundation  All that I wanted from you was to give me Something that I never had Something that you've never seen Something that you've never been Mmm-mmm But I wake up and act like nothing's wrong Just get ready fi  Work, work, work, work, work, work He said me haffi Work, work, work, work, work, work He see me do mi ",26,11,-0.25370311575966914,2,33,2,-0.0069702702702702695
"Rihanna, Drake",Work,"Used to spend my nights out in a bar room Liquor was the only love I've known But you rescued me from reachin' for the bottom And brought me back from being too far gone  You're as smooth As Tennessee whiskey You're as sweet As strawberry wine You're as warm As a glass of brandy And honey, I stay stoned on your love All the time  I've looked for love in all the same old places ",11,5,-0.20960905030369759,0,13,3,0.19798125
Rihanna,Pour It Up,"Yeh-yeh-yeh-yeh-yeh-yeh Eh, eh-eh-eh  No sé si es casualidad que yo me sienta así Siempre que tú estás cerquita de mí Dime qué me hiciste, qué droga me diste Que desde aquella noche no soy igual Tú me mira' y empiezo a sudar Siento que puedo volar  Baby, la nota ya está haciendo efecto Mi mundo está jodío y me siento perfecto Porque estás tú aquí, moviéndote así, no pare' Baby, tú eres mi droga, esta noche no le baje'  Porque la nota ya está haciendo efecto ",10,3,-0.3433209703518794,0,13,0,-0.06659999999999999
Rihanna,Disturbia,"Él te ama, te adora, lo da todo por ti Pero tú ere' una diabla que está loca por mí A ti te gusta lo malo, irte a fuego conmigo, eh-eh El pelo te jalo, estoy que te bendigo Aunque tú ere' pecado, eh, voy pa'l infierno si sigo Detrá' de ese culote, ya voy de camino  Hoy yo voy a buscarte despué' de la' doce Ya te quiero comer y repetir toa' la' pose' Hay que disimular y hacer que no me conoce' Pasa el día con él, yo soy tu gato de noche  Hoy yo voy a buscarte despué' de la' doce Ya te quiero comer y repetir toa' la' pose' Hay que disimular y hacer que no me conoce' Pasa el día con él, yo soy tu gato de noche  Canto 'e bellaca, ese toto vo'a martillarte (jajajajaja) En el Can-Am voy a buscarte (Real G) Ponte en cuatro, woman, que ese culo vo'a chuparte (plo, plo, plo) Loco por venirme, pero voy a esperar a que te venga' primero tú, sí (jajajaja)  ",14,7,-0.20031489928563437,0,21,0,-0.02819047619047619
Rihanna,Rude Boy,"Poor me, pour me another drink 'Cause I don't wanna feel a thing No more, hell nah I just wanna sip 'til the pain wears off Poor me, pour me another round Line 'em up and knock 'em down Two more let's go 'Cause I ain't never hurt like this before  Don't wanna think about her Or wear a ring without her Don't wanna hit the karaoke bar Can't sing without her So make them drinks strong 'Cause brother she's gone And if I'm ever gonna move on  I'ma need some whiskey glasses 'Cause I don't wanna see the truth She's probably making out on the couch right now With someone new Yeah, I'ma need some whiskey glasses If I'm gonna make it through If I'ma be single I'ma need a double shot of that heartbreak proof And see the world through whiskey glasses (Ain't nothing else to do, but sip around the truth) And see the world through whiskey glasses ",20,13,-0.12512805606379654,1,31,1,-0.0565969696969697
NLE Choppa,SLUT ME OUT,"Kiddo, Kiddo K-Kiddominant on the beat, better run it back  Fuckin' Robitussin I don't know why this shit got me lazy right now, yeah Can't do Percocets or Molly I'm turnin' one, tryna live it up here right, right, right  Baby, you can Ride it, ooh yeah Bring it over to my place And you be like, ""Baby, who cares?"" But I know you care Bring it over to my place  You don't know what you did, did to me Your body lightweight, speaks to me ",17,4,-0.3667860258193243,0,20,1,0.04360952380952381
"Ghostluvme, Lil Uzi Vert",Fact (feat. Lil Uzi Vert),"Wait right here I'll be back in the morning I know that I'm not that important to you But to me, girl, you're so much more than gorgeous So much more than perfect Right now I know that I'm not really worth it If you give me time, I could work on it Give me some time while I work on it  Losin' your patience, and, girl, I don't blame you The Earth's in rotation, you're waiting for me Look at my face when I fuck on your waist 'Cause we only have one conversation a week ",12,8,-0.1379006624221802,1,18,1,0.0369
beabadoobee,Glue Song,"Love, let's talk about love Is it anything and everything you hoped for? Or do the feeling haunt you? I know the feeling haunt you  This may be the night that my dreams might let me know All the stars are closer All the stars are closer All the stars are closer  This may be the night that my dreams might let me know All the stars are closer All the stars are closer All the stars are closer  Tell me what you gon' do to me Confrontation ain't nothin' new to me You can bring a bullet, bring a sword Bring a morgue, but you can't bring the truth to me  Fuck you and all your expectations I don't even want your congratulations I recognize your false confidence And calculated promises all in your conversation  I hate people that feel entitled Look at me crazy 'cause I ain't invite you ",14,9,-0.12368792036305302,1,19,3,0.03760434782608695
Paramore,Running Out Of Time,"Enviyon on the mix  No, no, no, no No, no, no, no, no, no, no, no, no, no No, no, no, no  I still see your shadows in my room Can't take back the love that I gave you It's to the point where I love and I hate you And I cannot change you, so I must replace you, oh Easier said than done, I thought you were the one Listenin' to my heart instead of my head You found another one, but I am the better one I won't let you forget me  I still see your shadows in my room Can't take back the love that I gave you It's to the point where I love and I hate you And I cannot change you, so I must replace you, oh Easier said than done, I thought you were the one Listenin' to my heart instead of my head You found another one, but I am the better one I won't let you forget me  You left me falling and landing inside my grave I know that you want me dead I take prescriptions to make me feel a-okay ",23,14,-0.17211548541043256,6,29,2,-0.004000000000000001
PinkPantheress,Pain,I never stay in one place too long A dirt road's singing me a siren song I gotta find a field I need to spin my wheels I got a hankering for four wide tires And I can't help it it's the way I'm wired 'Fore you get too close Boy you need to know  I got a heart like a truck It's been drug through the mud Runs on dreams and gasoline And that ole highway holds the key It's got a lead foot down when it's leaving Lord knows it's taken a hell of a beating A little bit of love is all that it's needing But it's good as it is tough I got a heart like a truck ,8,11,0.09189769782518085,1,18,0,0.038615789473684214
"Eminem, Rihanna",Love The Way You Lie,"You're the only power (Power) You're the only power that can You're the only power (Power) You're the only power that can Fa (Fa), fa (Fa), fa (Fa) Father  If young Metro don't trust you I'm gon' shoot you  Beautiful morning, you're the sun in my morning babe Nothing unwanted Beautiful morning, you're the sun in my morning babe Nothing unwanted  I just wanna feel liberated, I, I, I ",13,9,-0.13837099346247586,0,19,3,0.03615909090909091
Superstar Pride,PAINTING PICTURES,"Mm-mm-mm GlobalKnockz got the recipe Ayy, just thinking 'bout the way you make me feel It's so, it's so real  2 AM, the night still young You live by the gun, you gon' die by the gun Ain't no handouts for nobody When I ain't had shit, they ain't offer me nothin' When I'm quiet, I be thinking 'bout killings A lot of niggas bitch-made, stay in they feelings Saving these hoes, this shit here pitiful All these lil' bitty bitches my chillens, ooh And Mama, don't worry You raised a gangster, I'm a survivor It hurt me Not being able to give you what you want since I was a toddler Shout out to my pops for all the free game ",17,8,-0.24094266176223755,4,18,3,-0.07280800000000001
